Species,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode11,barcode12,barcode13,barcode14,barcode15,barcode16,barcode17,barcode18,barcode19,barcode20
Sphaerochaeta pleomorpha,0,0,0,0,0,0,0,0,0,0,23.3339085067746,0,13.0210480002369,0,0,0,0,0,0,0
Spiroplasma cantharicola,0,0,0,0,0,0,0,0,0,0,31.2679583193906,0,0,0,0,67.4962991728039,0,0,0,0
Spiroplasma chinense,0,0,0,0,0,0,0,0,0,0,28.3496385100275,0,0,0,50.9764956638104,29.5150841036004,0,0,0,0
Spiroplasma chrysopicola,0,0,0,0,0,0,0,0,0,0,25.6638887053257,0,23.4829193091527,0,0,122.303550735266,0,0,0,0
Spiroplasma diminutum,0,0,0,0,0,0,0,0,0,0,50.9479266466936,0,0,0,0,0,0,0,0,0
Sporobacter termitidis,0,0,0,0,0,0,0,0,0,0,1136.51124007689,490.841158055375,1563.39030586412,709.39648568482,500.448639003927,2013.8426093701,21.1102719850395,0,15.3627126217827,0
Streptococcus agalactiae,0,0,0,0,0,0,0,0,0,0,15.9923833577934,0,0,0,0,0,0,0,0,0
Streptococcus equinus,0,0,0,0,0,0,0,0,0,0,79.3384371043874,26.8277834713159,16.4027553468161,36.0766625616542,27.8718370381679,0,0,0,0,0
Streptococcus gordonii,0,0,0,0,0,0,0,0,0,0,57.3645849963738,34.2868419508975,19.6702337486213,0,0,0,0,0,0,0
Streptococcus himalayensis,0,0,0,0,0,0,0,0,0,0,40.9931686393232,17.1252841700011,0,0,0,0,0,0,0,0
Streptococcus hyointestinalis,0,0,0,0,0,0,0,0,0,0,10.0242138080355,111.36315190062,553.546206257297,1336.04944230356,583.063877986848,0,0,0,0,0
Streptococcus infantarius,0,0,0,0,0,0,0,0,0,0,11.9322766380954,0,0,0,0,0,0,0,0,0
Streptococcus pasteurianus,0,0,0,0,0,0,0,0,0,0,76.4474144996771,52.9598255822508,0,200.803740129582,15.6195390687724,0,0,0,0,0
Streptococcus pyogenes,0,0,0,0,0,0,0,0,0,0,52.7843413704714,16.1724805144746,0,0,0,0,0,0,0,0
Streptococcus sanguinis,0,0,0,0,0,0,0,0,0,0,36.5578038659365,0,0,0,0,0,0,0,0,0
Streptococcus sp. A12,0,0,0,0,0,0,0,0,0,0,19.8822567652651,0,0,0,0,0,0,33.4842151530818,0,0
Streptococcus suis,0,0,0,0,0,0,0,0,0,0,108.571175105776,25.4606685735907,0,0,0,0,0,0,0,0
Streptococcus urinalis,0,0,0,0,0,0,0,0,0,0,24.242935068788,0,0,0,0,0,0,0,0,0
Succinivibrio dextrinosolvens,0,0,0,0,0,0,0,0,0,0,134.323962249504,281.556903676172,88.2292714925373,1002.34532675979,1346.84229028432,0,0,0,0,0
Syntrophococcus sucromutans,0,0,0,0,0,0,0,0,0,0,227.040524354221,1096.42931889833,0,1257.43079413822,687.787029734607,0,0,0,0,0
Tepidibaculum saccharolyticum,0,0,0,0,0,0,0,0,0,0,13.3838233588285,0,0,0,0,12.6352232939371,0,0,0,0
Thermostilla marina,0,0,0,0,0,0,0,0,0,0,51.261374951354,0,0,62.4086200763625,15.0281484747257,0,0,0,0,0
Tidjanibacter massiliensis,0,0,0,0,0,0,0,0,0,0,82.7006400397526,38.7420252570411,40.5657767586618,50.0007613593651,23.4154407196056,0,0,0,0,0
Treponema berlinense,0,0,0,0,0,0,0,0,0,0,38.2852398294799,0,45.1933151788174,48.1125756710451,0,0,0,0,0,0
Treponema brennaborense,0,0,0,0,0,0,0,0,0,0,33.8888294170405,0,12.6745621867381,0,0,0,0,0,0,0
Vampirovibrio chlorellavorus,0,0,0,0,0,0,0,0,0,0,186.449678943341,164.336216019386,134.326532925257,107.251191805672,176.330275436782,265.550488988014,0,0,0,0
Xylanibacter brevis,0,0,0,0,0,0,0,0,0,0,57.3234783747849,0,32.2766554627179,48.9179096127433,25.7699150215467,0,0,0,0,0
Xylanibacter ruminicola,0,0,0,0,0,0,0,0,0,0,58.2080990426816,18.8551134652732,36.2188789578865,59.5741033082189,35.3419465773799,0,0,0,0,0
[Clostridium] cellulosi,0,0,0,0,0,0,0,0,0,0,105.249674284181,21.6471041052835,44.8923570989754,55.6357083708357,40.7146024791458,55.9990036520695,0,0,0,0
[Clostridium] leptum,0,0,0,0,0,0,0,0,0,0,22.6950776625059,12.5128248588037,10.395003853823,21.0970266086324,0,29.3802156252936,0,0,0,0
[Clostridium] methylpentosum,0,0,0,0,0,0,0,0,0,0,94.8218722494266,64.4084860304041,52.7554060709332,32.1996779021989,28.6073415533537,335.966755722308,42.5085826808489,0,0,0
[Clostridium] nexile,0,0,0,0,0,0,0,0,0,0,35.5924423798375,20.1558050698168,48.5235325280351,26.1743065850852,34.3604808941335,54.5583365041313,0,0,0,0
[Clostridium] polysaccharolyticum,0,0,0,0,0,0,0,0,0,0,37.5548295628667,136.589124026602,36.1221260071629,190.260469368382,256.999971361611,0,0,0,0,0
[Clostridium] viride,0,0,0,0,0,0,0,0,0,0,19.3983776793598,0,0,11.8649241695071,0,61.1946137993832,0,0,0,0
[Eubacterium] siraeum,0,0,0,0,0,0,0,0,0,0,55.151885180941,20.0142321725763,114.277754464138,73.710525511353,106.198801936436,1349.48627782461,0,0,26.0424950967195,0
[Eubacterium] sulci,0,0,0,0,0,0,0,0,0,0,10.8001546211878,0,0,11.7738822944453,0,0,0,0,0,0
Acetivibrio ethanolgignens,0,0,0,0,0,0,0,0,0,0,0,22.5606604470412,0,20.7175833871701,11.8928446316325,0,0,120.213543961218,0,0
Actinobacillus equuli,0,0,0,0,0,0,0,0,0,0,0,42.6576346433406,15.952060524726,67.6500220055886,39.9756436939196,0,0,0,0,0
Aeromonas caviae,0,0,0,0,0,0,0,0,0,0,0,54.3254717354609,25.2605140952101,43.7843211167927,46.9920512155016,0,0,0,0,0
Aeromonas dhakensis,0,0,0,0,0,0,0,0,0,0,0,30.2562814285368,0,24.6551970620675,21.2067689311131,0,0,0,0,0
Aeromonas diversa,0,0,0,0,0,0,0,0,0,0,0,29.7963398331556,0,0,23.3241277336923,0,0,0,0,0
Aeromonas hydrophila,0,0,0,0,0,0,0,0,0,0,0,207.052534593379,69.3993407618621,327.579531712078,187.575255066443,0,0,0,0,0
Aeromonas media,0,0,0,0,0,0,0,0,0,0,0,16.574671344749,14.4171125086758,10.937815860974,10.3219890516617,0,0,0,0,0
Aeromonas salmonicida,0,0,0,0,0,0,0,0,0,0,0,172.465056472512,43.8866112716083,201.422940267316,112.160473323219,0,0,0,0,0
Aeromonas sp. CA23,0,0,0,0,0,0,0,0,0,0,0,38.3847344535086,118.059138569488,54.3615158543626,30.2616561572511,0,0,0,0,0
Aeromonas taiwanensis,0,0,0,0,0,0,0,0,0,0,0,210.093035895233,73.0307053449545,0,121.848101660289,0,0,0,0,0
Aggregatibacter segnis,0,0,0,0,0,0,0,0,0,0,0,14.4544399771115,0,32.5580628023715,0,0,0,0,0,0
Allisonella histaminiformans,0,0,0,0,0,0,0,0,0,0,0,44.0856753242635,30.0731043862632,23.0539425090425,15.0281484747257,0,0,0,0,0
Anaerobacterium chartisolvens,0,0,0,0,0,0,0,0,0,0,0,14.4381636208095,0,16.5447204858564,31.9668722707178,28.2843488717834,0,0,0,0
Blautia coccoides,0,0,0,0,0,0,0,0,0,0,0,22.7933036242,0,0,0,41.0702241270401,0,10.8365923889438,0,0
Caecibacter massiliensis,0,0,0,0,0,0,0,0,0,0,0,26.5154326289594,0,25.9799563253247,53.7009687189328,0,0,0,0,0
Campylobacter hyointestinalis,0,0,0,0,0,0,0,0,0,0,0,52.1012526559477,0,0,0,0,0,0,0,0
Dickeya dadantii,0,0,0,0,0,0,0,0,0,0,0,86.6495068165851,34.0052934375182,167.496801997391,72.0961385450794,0,0,0,0,0
Entomomonas moraniae,0,0,0,0,0,0,0,0,0,0,0,105.310632505487,30.3996676033362,89.6752440272017,58.357134493682,0,0,0,0,0
Eshraghiella crossota,0,0,0,0,0,0,0,0,0,0,0,47.8563665765841,50.918979679055,80.2716359052918,0,34.7114906404509,0,0,0,0
Eubacterium ramulus,0,0,0,0,0,0,0,0,0,0,0,38.0592465155818,0,39.71100905071,70.1846738529262,79.148781834232,0,0,0,145.962365107478
Faecalicatena contorta,0,0,0,0,0,0,0,0,0,0,0,17.5460021010136,0,13.3878752716187,0,283.433853439212,461.638047227436,55.4481051289871,23.042257254373,395.483228660036
Gilliamella apicola,0,0,0,0,0,0,0,0,0,0,0,143.013791720399,55.1188659913712,194.154087408465,92.9341771380084,0,0,0,0,0
Glaesserella parasuis,0,0,0,0,0,0,0,0,0,0,0,578.114685518949,191.839233620334,899.529758805797,402.321484231041,0,0,0,0,0
Glaesserella sp. 15-184,0,0,0,0,0,0,0,0,0,0,0,56.9385611557006,22.029611140101,69.4790174413282,24.3536170728903,0,0,0,0,0
Haemophilus haemolyticus,0,0,0,0,0,0,0,0,0,0,0,278.630989650696,115.252694417507,377.501759169408,192.422312397119,0,0,0,0,0
Haemophilus sp. oral taxon 036,0,0,0,0,0,0,0,0,0,0,0,37.8035480037118,13.8174964394168,53.6295728816264,44.8977972216564,0,0,0,0,0
Intestinibaculum porci,0,0,0,0,0,0,0,0,0,0,0,24.0467319950528,0,0,0,0,0,0,0,0
Lachnospira multipara,0,0,0,0,0,0,0,0,0,0,0,50.2167864930166,34.580130492248,78.8014566773009,0,0,0,0,0,0
Lactobacillus equicursoris,0,0,0,0,0,0,0,0,0,0,0,61.03137118527,47.0593580580682,0,191.640931523247,0,0,0,0,0
Oleiphilus messinensis,0,0,0,0,0,0,0,0,0,0,0,14.141616980439,0,0,0,0,0,0,0,0
Pasteurella skyensis,0,0,0,0,0,0,0,0,0,0,0,39.6568568943784,17.0639448255459,62.5655182157013,29.991394889853,0,0,0,0,0
Pectobacterium odoriferum,0,0,0,0,0,0,0,0,0,0,0,27.6723255736899,0,37.1617602783715,17.5077737001498,0,0,0,0,0
Phocoenobacter uteri,0,0,0,0,0,0,0,0,0,0,0,14.5843942943608,0,27.238848581172,18.5485756377789,0,0,0,0,0
Prevotella scopos,0,0,0,0,0,0,0,0,0,0,0,20.9773147675166,24.2155615329526,22.4423906061425,16.5017414749515,0,0,0,0,0
Ruminiclostridium cellulolyticum,0,0,0,0,0,0,0,0,0,0,0,23.8577999622629,15.3355970087164,17.4326207475706,14.3061788854398,456.356561471544,0,0,0,0
Ruminococcus callidus,0,0,0,0,0,0,0,0,0,0,0,357.258432985739,81.2484228321758,292.778174899842,185.409109127756,20.0375875401697,26.6099693959268,193.230308683039,0,0
Saccharofermentans acetigenes,0,0,0,0,0,0,0,0,0,0,0,14.83534032072,0,0,0,31.6238609494185,0,0,0,0
Segatella salivae,0,0,0,0,0,0,0,0,0,0,0,12.9598846827427,0,0,0,0,0,0,0,0
Selenomonas lacticifex,0,0,0,0,0,0,0,0,0,0,0,15.8038619476137,0,14.4787598291096,0,0,0,0,0,0
Selenomonas ruminantium,0,0,0,0,0,0,0,0,0,0,0,39.3437727880986,41.361062341611,82.6662905923461,76.2589622579115,0,0,0,0,0
Selenomonas sputigena,0,0,0,0,0,0,0,0,0,0,0,62.421695009375,82.2645712600033,27.3898062330234,33.7194921832964,0,0,0,0,0
Succinatimonas hippei,0,0,0,0,0,0,0,0,0,0,0,31.0640756262519,0,0,22.0715561931331,0,0,0,0,0
Xylanibacter oryzae,0,0,0,0,0,0,0,0,0,0,0,18.0999368958136,16.0760750060904,30.8074720331761,0,0,0,0,0,0
[Bacteroides] pectinophilus,0,0,0,0,0,0,0,0,0,0,0,149.926805995771,108.664944422692,111.932758896809,0,0,0,0,0,0
[Eubacterium] cellulosolvens,0,0,0,0,0,0,0,0,0,0,0,30.6168116944857,0,14.922551151667,15.8810606640456,0,0,0,0,0
[Lactobacillus] rogosae,0,0,0,0,0,0,0,0,0,0,0,39.9311953242258,66.426718536206,0,0,256.54658939474,0,0,0,0
Aestuariispira insulae,0,0,0,0,0,0,0,0,0,0,0,0,11.0569036202308,12.0435351642554,0,0,0,0,0,0
Anaerotignum aminivorans,0,0,0,0,0,0,0,0,0,0,0,0,13.8165910067941,0,0,10.983633539002,0,0,0,0
Cohaesibacter marisflavi,0,0,0,0,0,0,0,0,0,0,0,0,23.0631315912868,13.7358745582369,0,0,0,0,0,0
Desulfovibrio piger,0,0,0,0,0,0,0,0,0,0,0,0,15.3486010590105,0,0,0,0,0,0,0
Kiloniella majae,0,0,0,0,0,0,0,0,0,0,0,0,12.9944949936281,25.0418920662711,18.0337781696709,0,0,0,0,0
Lacrimispora amygdalina,0,0,0,0,0,0,0,0,0,0,0,0,18.5539169070579,0,0,20.6103522564955,0,0,0,0
Mucispirillum schaedleri,0,0,0,0,0,0,0,0,0,0,0,0,29.0706675733877,0,0,0,0,0,0,0
Mycoplasma mycoides,0,0,0,0,0,0,0,0,0,0,0,0,23.6433500635557,0,0,0,0,0,0,0
Olsenella sp. GAM18,0,0,0,0,0,0,0,0,0,0,0,0,12.0292417545053,15.0351798972016,0,0,0,0,0,0
Selenomonas noxia,0,0,0,0,0,0,0,0,0,0,0,0,11.0158725025251,0,0,0,0,0,0,0
Treponema bryantii,0,0,0,0,0,0,0,0,0,0,0,0,14.0341153800066,0,0,0,0,0,0,0
Treponema porcinum,0,0,0,0,0,0,0,0,0,0,0,0,16.3124467874765,0,0,0,0,0,0,0
[Clostridium] aminophilum,0,0,0,0,0,0,0,0,0,0,0,0,19.0462994446335,0,14.026271909744,0,0,0,0,0
Aeromonas sp. ASNIH1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9936720317757,0,0,0,0,0,0
Aliidongia dinghuensis,0,0,0,0,0,0,0,0,0,0,0,0,0,38.7609983657461,0,0,0,0,0,0
Avibacterium volantium,0,0,0,0,0,0,0,0,0,0,0,0,0,32.3042900663542,0,0,0,0,0,0
Azospirillum brasilense,0,0,0,0,0,0,0,0,0,0,0,0,0,33.242414343973,22.0412844295977,0,0,0,0,0
Blautia argi,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7096220396983,0,26.213449051985,0,4988.6334952445,0,0
Candidatus Liberibacter americanus,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5411564324141,0,0,0,0,0,0
Dickeya dianthicola,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0795224011714,0,0,0,0,0,0
Frischella perrara,0,0,0,0,0,0,0,0,0,0,0,0,0,20.520291179709,0,0,0,0,0,0
Gordonibacter urolithinfaciens,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0327826949236,0,0,0,0,0,0
Haemophilus parahaemolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6409280882521,0,0,0,0,0,0
Hallella colorans,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2485309643304,0,0,0,0,0,0
Malacoplasma iowae,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9112611528461,0,0,0,0,0,0
Malacoplasma microti,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0791812280398,0,0,0,0,0,0
Malacoplasma penetrans,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6593752642475,0,0,0,0,0,0
Mycoplasmoides gallisepticum,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1008949054591,0,0,0,0,0,0
Mycoplasmoides pirum,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4556761796569,0,0,0,0,0,0
Parolsenella catena,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0597530782805,0,0,0,0,0,0
Prevotella melaninogenica,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0907908493269,0,0,0,0,0,0
Pseudomonas citronellolis,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6575607212347,12.7017044299258,0,0,0,0,0
Ralstonia solanacearum,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0257985912812,0,0,135.410579779199,0,0,0
Shuttleworthella satelles,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3634506153109,0,0,0,0,0,0
Tolumonas auensis,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1193499075215,0,0,0,0,0,0
Blautia faecis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1297978403302,2000.95884415257,345.558163318817,2102.52302030345,39.0830172245504,1263.75801577922
Clostridium saccharobutylicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8481685634135,0,0,0,0,0
Abyssivirga alkaniphila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.1604648558438,0,0,0,0
Adlercreutzia equolifaciens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0676575709218,150.99336146518,0,21.0343229627351,12.0094650727717
Akkermansia muciniphila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.242439629136,0,0,0,0
Alistipes putredinis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0244319006106,0,0,32.0523016575011,0
Bacillus anthracis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.2375717853179,15.5876439349974,13.363941496735,0,0
Bacteroides eggerthii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0244319006106,0,0,0,0
Bacteroides ovatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0263112775807,0,0,32.2610166042791,33.0260289501221
Bacteroides uniformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.528104928584,0,0,0,44.0347052668294
Blautia hansenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.863378494239,0,28.3145968849334,31.4191175194616,0
Candidatus Izimaplasma bacterium HR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0365931346265,0,0,0,0
Citrobacter braakii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1990109633325,0,0,0,0
Citrobacter freundii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.9330654199153,0,0,0,0
Citrobacter portucalensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.1066044919483,0,0,0,0
Clostridium acetobutylicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2310204018523,0,0,0,0
Clostridium botulinum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5919985501026,0,0,0,0
Clostridium luticellarii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9278165684471,0,0,0,0
Enterococcus gilvus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.496155520461,0,0,0,0
Ercella succinigenes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.79245872144,0,0,0,0
Erysipelotrichaceae bacterium GAM147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.817392880264,55.1672732433775,0,1038.69490922384,948.747595302553
Falcatimonas natans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3727048873663,0,182.078622109433,0,0
Fastidiosipila sanguinis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5908216950508,0,0,0,0
Haemophilus parainfluenzae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.39654854068,0,21.0250594940095,0,73.0575791926943
Hafnia alvei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783.169836798003,78.2372238724263,0,0,0
Hafnia sp. CBA7124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1804.94433796567,0,0,0,0
Herbinix luporum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3086506861389,0,0,0,0
Hespellia stercorisuis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.699351464203,0,0,0,0
Irregularibacter muris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9008954636061,0,0,0,0
Lachnospiraceae bacterium oral taxon 500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7407997770927,0,0,0,0
Lacrimispora algidixylanolytica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.924198573002,0,0,0,0
Lacrimispora indolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1964242954541,0,0,18.8590554350453,15.1873529524108
Lacrimispora sphenoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3497160264628,0,0,0,31.9163683050788
Leuconostoc carnosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.345804772026,0,0,0,0
Leuconostoc pseudomesenteroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0432262607951,0,0,0,0
Longibaculum sp. KGMB06250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.675495150799,0,68.7156914984765,0,0
Marvinbryantia formatexigens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5675113790799,0,0,0,0
Natranaerovirga pectinivora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.155653705131,0,0,0,0
Parabacteroides merdae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.039466916371,0,0,0,24.0189301455433
Parabacteroides sp. CT06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1744554234697,0,0,0,33.0260289501221
Petrocella atlantisensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.7868950808086,0,0,0,0
Phocaeicola dorei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.199216620412,0,0,0,37.0291839743793
Phocaeicola vulgatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.394669203308,0,0,54.088259047033,0
Raoultibacter timonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.234922121256,0,0,11.017978694766,0
Ruminiclostridium josui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5012783423253,0,0,0,0
Ruminiclostridium sufflavum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4896650583428,0,0,0,0
Spiroplasma culicicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3632456839344,0,0,0,0
Spiroplasma eriocheiris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.609942044543,0,0,0,0
Spiroplasma lampyridicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8516048542736,0,0,0,0
Spiroplasma mirum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.2257774439447,0,0,0,0
Spiroplasma phoeniceum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7093803684633,0,0,0,0
Spiroplasma sp. TU-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.7890450462635,0,0,0,0
Spiroplasma syrphidicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.764411633044,0,0,0,0
Spiroplasma velocicrescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5370868527017,0,0,0,0
Sporobacterium olearium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0334018993989,0,0,0,0
Streptococcus oralis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9660303249741,0,14.6394726575695,0,0
Streptococcus salivarius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2882389561206,0,844.114502886611,216.620356702139,0
Streptococcus sp. FDAARGOS_192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.319472640108,0,0,24.6265493613515,0
Streptococcus sp. LPB0220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9540759451372,0,18.860853766795,18.6590758065442,0
Streptococcus sp. oral taxon 431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.166345070511,0,42.2302165843511,0,0
Streptococcus thermophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0989341445095,36.1094879411198,3937.58474203672,2267.46904984235,78.0615229730158
Vallitalea pronyensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7306437211816,0,0,0,0
Veillonella dispar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0977276024425,0,0,0,0
[Clostridium] colinum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0128507533245,14.0425786437688,0,46.9460016255439,0
[Ruminococcus] lactaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3206.96489413468,828.322175944109,2294.50502884251,0,0
Blautia caecimuris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3680079103085,179.84093153596,710.329373982725,81.2631728250338
Collinsella tanakaei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0364959803733,0,0,0
Eggerthella lenta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.7120810590483,106.126490779286,15.0245164019665,0
Eggerthella timonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.990858347612,0,0,0
Enterococcus durans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1459839214931,0,0,0
Latilactobacillus sakei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.1672732433775,0,0,0
Parvibacter caecicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8699849525124,0,0,0
Phocaeicola plebeius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0334546486755,0,0,0
Caecibacterium sporoformans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7707231548565,0,0
Clostridium sporogenes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722.41913872924,0,0
Cyanothece sp. PCC 7425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0198938044552,0,0
Eisenbergiella tayi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.546684415681,52.0572715682117,0
Granulicatella adiacens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7969760947856,0,0
Granulicatella elegans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2424031100864,28.0457639503134,0
Lachnobacterium bovis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.5596408716143,0,0
Lactococcus lactis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.392598739481,113.184690228051,0
Propionibacterium freudenreichii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.013126401624,0,0
Ruminiclostridium papyrosolvens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7227104878491,0,0
Streptococcus viridans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9570783685531,136.450477124266,0
Trichodesmium erythraeum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0254519466095,0,0
Aedoeadaptatus coxii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980.48088954343,0
Aedoeadaptatus ivorii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.718694592718,0
Agathobaculum desmolans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1415817959824,0
Anaerococcus rubeinfantis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0529357853514,0
Anaerococcus vaginalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3234.82779926029,0
Anaerotignum lactatifermentans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0228819751567,0
Bacteroides fragilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.256128516253,0
Bacteroides sp. A1C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0997000346026,0
Bacteroides xylanisolvens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.843586710723,0
Coprobacillus cateniformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0196131215629,0
