Species,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode11,barcode12,barcode13,barcode14,barcode15,barcode16,barcode17,barcode18,barcode19,barcode20,barcode21,barcode22,barcode23,barcode24
Aliivibrio wodanis,0,1,38,0,0,1,0,0,0,0,14,0,0,0,0,1,0,0,1,0,0,0,0,0
Alistipes finegoldii,0,1,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Alistipes indistinctus,0,3,0,0,54,34,12,0,0,0,0,0,0,0,0,5,0,5,54,0,0,0,0,0
Alistipes putredinis,0,11,0,0,109,0,15,0,0,0,0,0,0,0,0,16,0,44,7,0,0,0,0,0
Alistipes shahii,0,1,0,0,26,103,24,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0
Alkalibacter saccharofermentans,0,3,0,4,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alkalibaculum bacchi,0,2,0,0,10,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alkalimonas delamerensis,0,1,59,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alkaliphilus crotonatoxidans,0,19,0,0,0,12,9,0,0,0,0,0,0,0,2,17,3,7,1,2,0,0,0,0
Alkaliphilus metalliredigens,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Alkaliphilus oremlandii,0,3,0,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Alkaliphilus peptidifermentans,0,12,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
Alkalithermobacter paradoxus,0,64,0,0,0,32,6,0,0,0,0,0,0,0,3,34,5,12,4,14,0,0,0,0
Alkalithermobacter thermoalcaliphilus,0,40,0,0,1,12,4,0,0,0,0,0,0,0,1,20,2,16,22,13,0,0,0,0
Allopusillimonas ginsengisoli,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alysiella filiformis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aminicella lysinilytica,0,4,0,0,21,6,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
Aminipila butyrica,0,74,0,0,126,748,310,0,0,0,0,0,0,0,44,641,0,3,136,3,0,0,0,0
Ammoniphilus oxalaticus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammoniphilus resinae,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Anaerobacterium chartisolvens,0,15,0,0,649,0,10,0,0,0,0,0,0,0,14,193,0,6,0,0,0,0,0,0
Anaerocolumna cellulosilytica,0,3,0,0,131,5,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
Anaerofilum pentosovorans,0,1,0,0,15,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Anaeromassilibacillus senegalensis,0,12,0,0,4238,28,57,0,0,0,0,0,0,0,1,90,0,13,65,0,0,0,0,0
Anaeromicropila populeti,0,5,0,0,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Anaerostipes hadrus,0,3,0,0,16432,1,6,0,0,0,0,0,0,0,0,16,0,939,0,0,0,0,0,0
Anaerotaenia torta,0,1,0,0,157,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Anaerotignum aminivorans,0,3,0,0,43,5,21,0,0,0,0,0,0,0,1,749,0,1,35,0,0,0,0,0
Anaerotignum faecicola,0,915,0,0,2837,2253,1998,0,0,0,0,0,0,0,0,3396,0,2,63,0,0,0,0,0
Anaerotignum neopropionicum,0,2,0,0,3,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Anaerotignum propionicum,0,11,0,0,39,17,6,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Anaerotruncus colihominis,0,241,0,0,181,0,18,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0
Anaerotruncus rubiinfantis,0,21,0,0,538,2,92,0,0,0,0,0,0,0,23,110,0,0,138,0,0,0,0,0
Anaerovorax odorimutans,0,134,0,0,426,348,395,0,0,0,0,0,0,0,84,970,0,5,110,0,0,0,0,0
Aneurinibacillus danicus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anoxynatronum buryatiense,0,15,0,0,15,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arsenophonus nasoniae,0,1,2,0,0,1,7,0,3,0,6,0,2,0,0,2,0,0,1,1,0,0,0,0
Asaccharospora irregularis,0,85,0,0,2,38,12,0,0,0,0,0,0,0,6,38,7,31,52,27,0,0,0,0
Atlantibacter hermannii,0,25,832,0,2,11,1,0,6,0,232,0,7,0,0,29,0,0,35,1,1,0,0,0
Azospirillum soli,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azovibrio restrictus,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacillus isabeliae,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
Bacillus wudalianchiensis,0,1,0,0,0,0,0,28,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0
Bacteroides acidifaciens,0,3,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0
Bacteroides caccae,0,267,0,0,110,0,195,0,0,0,0,0,0,0,0,9,0,24,27,0,0,0,0,0
Bacteroides caecimuris,0,14,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Bacteroides cellulosilyticus,0,1,0,0,43,41,107,0,0,0,0,0,0,0,0,8,0,2,48,0,0,0,0,0
Bacteroides clarus,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0
Bacteroides eggerthii,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,107,0,0,0,0,0
Bacteroides faecichinchillae,0,21,0,0,2,8,4,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0
Bacteroides faecis,0,50,0,0,10,98,14,0,0,0,0,0,0,0,0,1,0,3,5,0,0,0,0,0
Bacteroides finegoldii,0,14,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bacteroides fragilis,0,2713,0,0,19,7822,5307,0,0,0,1,0,0,0,0,477,0,2086,1076,0,0,0,0,0
Bacteroides gallinarum,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Bacteroides graminisolvens,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides intestinalis,0,2,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
Bacteroides nordii,0,539,0,0,26,177,49,0,0,0,0,0,0,0,0,8,0,2,1,0,0,0,0,0
Bacteroides oleiciplenus,0,34,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides ovatus,0,30,0,0,10,353,800,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0
Bacteroides rodentium,0,9,0,0,11,10,6,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
Bacteroides salyersiae,0,2,0,0,1,6,2,0,0,0,0,0,0,0,0,2,0,77,91,0,0,0,0,0
Bacteroides thetaiotaomicron,0,228,0,0,48,974,1528,0,0,0,0,0,0,0,7,17,0,563,169,0,0,0,0,0
Bacteroides timonensis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides uniformis,0,1,0,0,291,82,96,0,0,0,0,0,0,0,0,28,0,563,2572,0,0,0,0,0
Bacteroides xylanisolvens,0,5,0,0,13,2,1,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0
Baia soyae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
Bariatricus massiliensis,0,5,0,0,1209,7,2,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0
Bavariicoccus seileri,0,1,0,0,0,0,0,16,0,0,0,0,0,6,0,0,0,0,7,1,0,0,0,0
Bergeriella denitrificans,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blautia argi,0,3,0,0,246,2,3,0,0,0,0,0,0,0,1,4,0,1,2,0,0,0,0,0
Blautia coccoides,0,6,0,0,679,4,2,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
Blautia faecicola,0,2,0,0,414,1,4,0,0,0,0,0,0,0,1,44,0,12,1,0,0,0,0,0
Blautia glucerasea,0,9,0,0,2709,5,0,0,0,0,0,0,0,0,0,26,0,9,2,0,0,0,0,0
Blautia hansenii,0,1,0,0,139,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Blautia luti,0,9,0,0,40285,2,2,0,0,0,0,0,0,0,0,209,0,16,34,0,0,0,0,0
Blautia marasmi,0,4,0,0,105,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Blautia producta,0,5,0,0,935,7,3,0,0,0,0,0,0,0,0,17,0,3,1,0,0,0,0,0
Blautia schinkii,0,3,0,0,439,4,2,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0
Blautia stercoris,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,13,0,16,1,0,0,0,0,0
Bowmanella pacifica,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0
Brachymonas chironomi,0,332,0,0,0,128,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0
Brachymonas denitrificans,0,5,0,0,0,11,0,1,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0
Brassicibacter mesophilus,0,3,0,0,1,1,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0
Brenneria salicis,0,1,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
Brevibacillus aydinogluensis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brevibacillus limnophilus,0,1,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Brevibacillus thermoruber,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0
Budvicia diplopodorum,0,1,9,0,0,1,0,0,0,0,4,0,8,0,0,0,0,0,2,1,0,0,0,0
Bulleidia extructa,0,2,0,0,0,959,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
Burkholderia multivorans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buttiauxella agrestis,0,1,5,0,0,0,0,0,5,0,5,0,11,0,1,0,0,0,0,2,0,0,0,0
Buttiauxella gaviniae,0,1,9,0,0,0,0,0,1,0,2,0,4,0,0,1,0,0,1,0,0,0,0,0
Butyricicoccus faecihominis,0,376,0,0,430,112,9,0,0,0,0,0,0,0,0,94,0,2,2,0,0,0,0,0
Butyricicoccus pullicaecorum,0,3,0,0,51,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0
Butyricimonas faecihominis,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
Butyricimonas paravirosa,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
Butyrivibrio crossotus,0,5,0,0,48,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Butyrivibrio proteoclasticus,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caecibacterium sporoformans,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Caldicoprobacter algeriensis,0,14,0,0,238,0,2,0,0,0,0,0,0,0,2,34,0,0,11,0,0,0,0,0
Caldicoprobacter faecalis,0,26,0,0,734,0,12,0,0,0,0,0,0,0,3,74,0,0,3,0,0,0,0,0
Caldicoprobacter guelmensis,0,1,0,0,193,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
Caldimonas caldifontis,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caldimonas hydrothermale,0,2,0,0,0,43,0,4,0,0,0,0,2,0,0,56,0,0,0,0,0,0,0,0
Caldisalinibacter kiritimatiensis,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Caloramator coolhaasii,0,2,0,0,133,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
Caloranaerobacter ferrireducens,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli,0,4,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter concisus,0,1,0,0,0,3,12,0,0,0,0,0,0,0,0,0,232,0,0,284,0,0,0,0
Campylobacter curvus,0,14,0,0,0,11,185,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Campylobacter fetus,0,2,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter gracilis,0,4,0,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter helveticus,0,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter hominis,0,1,0,0,0,3,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Campylobacter hyointestinalis,0,1,0,0,0,2,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Campylobacter insulaenigrae,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter lari,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter pinnipediorum,0,4,0,0,0,1,128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Campylobacter rectus,0,2339,0,0,0,2546,1276,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Campylobacter showae,0,10,0,0,0,75,54349,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0
Campylobacter sputorum,0,1,0,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter upsaliensis,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter volucris,0,3,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caproiciproducens galactitolivorans,0,2,0,0,230,7,0,0,0,0,0,0,0,0,0,4,0,1,39,0,0,0,0,0
Carnobacterium jeotgali,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casaltella massiliensis,0,7,0,0,12,140,59,0,0,0,0,0,0,0,5,7,0,0,12,0,0,0,0,0
Catonella morbi,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,0,0,0,0,0,0
Cedecea lapagei,0,10,419,0,0,10,0,0,53,0,191,0,78,0,0,28,0,0,32,2,1,0,0,0
Celerinatantimonas diazotrophica,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Cetobacterium somerae,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chania multitudinisentens,0,10,215,0,0,2,1,0,28,0,152,0,62,0,0,8,0,0,15,1,1,0,0,0
Christensenella hongkongensis,0,242,0,0,1238,501,121,0,0,0,0,0,0,0,20,404,0,0,2,0,0,0,0,0
Christensenella massiliensis,0,74,0,0,1420,2,57,0,0,0,0,0,0,0,40,739,0,1,12,0,0,0,0,0
Christensenella minuta,0,17,0,0,344,38,40,0,0,0,0,0,0,0,8,85,0,14,51,0,0,0,0,0
Christensenella timonensis,0,987,0,0,8028,39,1346,0,0,0,0,0,0,0,614,12597,0,10,23,0,0,0,0,0
Citrobacter amalonaticus,0,24,567,0,0,6,2,0,38,0,189,0,72,0,3,15,0,0,106,4,1,0,0,0
Citrobacter gillenii,0,1,3,0,0,2,0,0,19,0,11,0,48,0,0,0,0,0,8,0,1,0,0,0
Citrobacter koseri,0,74,114,0,0,26,9,0,24,0,338,0,60,0,3,30,0,0,9185,5,0,0,0,0
Citrobacter murliniae,0,8,80,0,0,0,1,0,30,0,36,0,102,0,0,1,0,0,23,1,0,0,0,0
Citrobacter rodentium,0,1,102,0,0,1,0,0,8,0,45,0,5,0,2,4,0,0,20,0,1,0,0,0
Citrobacter sedlakii,0,19,206,0,0,8,2,0,1,0,184,0,4,0,0,11,0,0,32,0,0,0,0,0
Citrobacter youngae,0,9,11,0,1,8,2,0,21,0,54,0,33,0,0,24,0,0,5,1,0,0,0,0
Cloacibacillus evryensis,0,29,0,0,24,45,0,0,0,0,0,0,0,0,5,546,0,0,0,0,0,0,0,0
Cloacibacillus porcorum,0,2,0,0,33,7,1,0,0,0,0,0,0,0,3,420,0,77,10,0,0,0,0,0
Clostridioides difficile,0,125,0,0,0,69,19,0,0,0,0,0,0,0,12,95,15,96,471,44,0,0,0,0
Clostridium acetobutylicum,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0
Clostridium arbusti,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0
Clostridium argentinense,0,8,0,0,6,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
Clostridium bowmanii,0,2,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
Clostridium carboxidivorans,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium chauvoei,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,19,0,0,0,0,0
Clostridium cylindrosporum,0,29,0,0,43,0,0,0,0,0,0,0,0,0,2,23,0,0,4,0,0,0,0,0
Clostridium estertheticum,0,4,0,0,795,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0
Clostridium felsineum,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0
Clostridium formicaceticum,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium frigidicarnis,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Clostridium frigoris,0,1,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Clostridium guangxiense,0,2,0,0,17,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0
Clostridium haemolyticum,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0
Clostridium luticellarii,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Clostridium magnum,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Clostridium merdae,0,5,0,0,219,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0
Clostridium neuense,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Clostridium novyi,0,6,0,0,36,0,5,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0
Clostridium oryzae,0,8,0,0,27,0,4,0,0,0,0,0,0,0,13,40,0,0,0,0,0,0,0,0
Clostridium pabulibutyricum,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium pascui,0,1,0,0,40,1,2,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0
Clostridium pasteurianum,0,2,0,0,15,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
Clostridium perfringens,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,4,0,0,24046,0,0,0,0,0
Clostridium saccharobutylicum,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,97,0,0,0,0,0
Clostridium saccharoperbutylacetonicum,0,3,0,0,8,0,1,0,0,0,0,0,0,0,3,3,0,0,20,0,0,0,0,0
Clostridium sartagoforme,0,4,0,0,8,0,1,0,0,0,0,0,0,0,6,26,0,0,9,0,0,0,0,0
Clostridium saudiense,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,189,0,0,3195,0,0,0,0,0
Clostridium sporogenes,0,1,0,0,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Clostridium swellfunianum,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Clostridium tagluense,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Clostridium tarantellae,0,38,0,0,152,0,26,0,0,0,0,0,0,0,11,220,0,0,116,0,0,0,0,0
Clostridium tepidiprofundi,0,1,0,0,160,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Clostridium tepidum,0,3,0,0,62,0,1,0,0,0,0,0,0,0,2,9,0,0,5,0,0,0,0,0
Clostridium thermosuccinogenes,0,1,0,0,1212,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
Colidextribacter massiliensis,0,469,0,0,858,252,157,0,0,0,0,0,0,0,0,507,0,2,102,0,0,0,0,0
Comamonas faecalis,0,19,0,0,0,30,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
Comamonas granuli,0,3,0,0,0,1,0,137,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Comamonas koreensis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Comamonas odontotermitis,0,3,0,0,1,60,0,8,0,0,1,0,0,0,0,52,0,0,0,0,0,0,0,0
Comamonas phosphati,0,3,0,0,4,11496,0,1633,0,0,74,0,0,0,0,5363,0,0,0,0,0,0,0,1
Comamonas testosteroni,0,1,0,0,0,48,0,10,0,0,7,0,0,0,0,38,0,0,0,0,0,0,0,0
Comamonas zonglianii,0,3,0,0,0,38,0,3,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0
Companilactobacillus tucceti,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,8,5,7
Coprococcus comes,0,1,0,0,26,2,0,0,0,0,0,0,0,0,0,130,0,335,18,0,0,0,0,0
Cronobacter condimenti,0,6,22,0,0,2,0,0,0,0,14,0,1,0,0,2,0,0,4,1,0,0,0,0
Cronobacter muytjensii,0,11,68,0,1,2,2,0,5,0,105,0,4,0,1,9,0,0,3,0,0,0,0,0
Cronobacter sakazakii,0,8,9,0,0,1,1,0,1,0,4,0,10,0,0,2,0,0,18,0,0,0,0,0
Cronobacter turicensis,0,11,44,0,1,15,5,0,0,0,32,0,0,0,0,6,0,0,3,0,0,0,0,0
Cuneatibacter caecimuris,0,1,0,0,1189,0,1,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0
Cupriavidus plantarum,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curvibacter fontanus,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
Defluviitalea raffinosedens,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defluviitalea saccharophila,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dehalobacter restrictus,0,1,0,0,88,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Delftia acidovorans,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Delftia lacustris,0,5,0,0,0,6,0,61,19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Denitrificimonas caeni,0,1,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfitispora elongata,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Desulfitobacterium chlororespirans,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Desulfitobacterium hafniense,0,3,0,0,10,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Desulfobulbus elongatus,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfobulbus oligotrophicus,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfobulbus propionicus,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulforamulus ferrireducens,0,6,0,0,9,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Desulforamulus hydrothermalis,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Desulforamulus reducens,0,6,0,0,6,1,1,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0
Desulforamulus ruminis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Desulfoscipio gibsoniae,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Desulfotomaculum defluvii,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio desulfuricans,0,102,0,0,20,451,406,0,0,0,0,0,0,0,4,82,0,1,5,0,0,0,0,0
Desulfovibrio intestinalis,0,5,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio legallii,0,1,0,0,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio longreachensis,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio piger,0,7,0,0,0,36,477,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0
Desulfovibrio simplex,0,9,0,0,8,26,30,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0
Desulfuribacillus stibiiarsenatis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dethiosulfatibacter aminovorans,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diaphorobacter nitroreducens,0,2,0,0,0,6,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Dickeya aquatica,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dickeya chrysanthemi,0,1,28,0,0,2,0,0,35,0,20,0,47,0,1,6,0,0,7,5,0,0,0,0
Edwardsiella anguillarum,0,4,11,0,0,8,20,0,7,0,30,0,10,0,0,4,0,0,6,0,0,0,0,0
Eggerthella timonensis,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eikenella corrodens,0,959,0,0,0,0,1562,0,0,0,0,0,0,0,0,0,17,0,0,173,0,0,0,0
Eikenella halliae,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
